round,score,avg_score_200,reward,avg_reward_200,coins,kills,suicides,crates_destroyed,alive_fraction
529,7,1.3,144.4,26.15,2,1,0,6,0
530,1,1.3,32.8,25.8,1,0,0,7,0
531,1,1.3,179.8,26.17,1,0,0,16,0
532,1,1.3,-20.0,26.47,1,0,0,7,0
533,2,1.31,132.9,26.29,2,0,0,15,0
534,3,1.32,221.0,27.76,3,0,0,24,0
535,3,1.33,-27.3,27.44,3,0,1,26,0
536,0,1.31,227.7,28.45,0,0,0,19,1
537,0,1.31,8.7,27.95,0,0,1,11,0
538,2,1.31,135.6,28.21,2,0,0,13,0
539,6,1.34,104.6,28.13,1,1,0,8,0
540,0,1.34,-6.3,28.54,0,0,1,11,0
541,6,1.36,230.3,30.37,1,1,0,18,0
542,1,1.37,59.5,30.8,1,0,1,13,0
543,1,1.37,29.0,30.74,1,0,1,13,0
544,6,1.4,110.7,31.72,1,1,0,6,0
545,1,1.41,53.8,32.45,1,1,1,9,0
546,1,1.37,91.8,32.13,1,0,0,15,0
547,1,1.37,119.7,32.75,1,0,0,14,0
548,0,1.36,60.1,32.28,0,0,0,15,0
549,0,1.36,28.2,32.54,0,0,0,15,0
550,0,1.36,-69.1,31.02,0,0,1,11,0
551,2,1.37,190.1,32.3,2,0,0,8,0
552,9,1.42,374.5,34.14,4,1,0,40,1
553,1,1.42,171.9,34.52,1,0,0,9,0
554,0,1.42,62.4,34.72,0,0,0,5,0
555,0,1.41,-122.4,33.74,0,0,1,8,0
556,2,1.41,80.5,33.48,2,0,1,12,0
557,1,1.41,43.9,33.55,1,0,0,13,0
558,0,1.41,-152.7,33.34,0,0,1,5,0
559,1,1.41,28.8,33.23,1,0,1,13,0
560,6,1.44,130.7,33.87,1,1,1,8,0
561,0,1.44,26.6,33.22,0,0,0,9,0
562,4,1.46,244.1,34.61,4,0,0,27,1
563,3,1.48,158.6,35.66,3,0,0,15,0
564,0,1.47,68.7,35.66,0,0,0,18,0
565,1,1.47,-144.6,34.67,1,0,1,7,0
566,0,1.47,-190.6,33.96,0,0,1,9,0
567,0,1.47,-35.1,33.67,0,0,0,11,0
568,0,1.46,-31.8,33.45,0,0,0,7,0
569,0,1.46,-83.9,33.33,0,0,0,9,0
570,1,1.47,85.9,34.15,1,0,0,21,1
571,2,1.48,12.8,34.25,2,0,1,14,0
572,1,1.47,-21.6,33.66,1,0,1,9,0
573,0,1.47,-99.9,33.28,0,0,1,9,0
574,1,1.47,84.2,34.15,1,0,0,10,1
575,6,1.5,310.5,36.79,1,1,0,10,1
576,1,1.5,92.5,37.97,1,0,0,7,0
577,1,1.5,77.9,37.61,1,0,0,11,0
578,2,1.5,148.1,38.17,2,0,0,16,0
579,1,1.51,-84.8,38.1,1,0,0,8,0
580,1,1.51,15.0,37.75,1,0,0,11,0
581,0,1.5,-36.6,36.95,0,0,0,9,0
582,1,1.5,-39.1,36.66,1,0,1,9,0
583,0,1.5,-169.4,36.5,0,0,1,6,0
584,1,1.5,-15.2,35.99,1,0,1,8,0
585,0,1.47,24.6,34.96,0,0,0,15,1
586,1,1.45,0.2,33.49,1,0,0,13,1
587,1,1.45,151.6,34.41,1,0,0,14,1
588,1,1.45,196.9,35.39,1,0,0,24,0
589,5,1.47,184.3,36.77,0,1,0,18,1
590,6,1.5,131.8,37.57,1,1,0,11,0
591,0,1.5,-27.4,37.25,0,0,0,13,0
592,0,1.5,-309.8,36.03,0,0,0,10,1
593,2,1.5,122.5,36.95,2,0,0,16,0
594,1,1.5,-25.7,37.14,1,0,1,12,0
595,2,1.5,4.2,36.03,2,0,0,5,0
596,0,1.5,25.5,35.93,0,0,1,15,0
597,0,1.5,-89.8,35.5,0,0,1,8,0
598,1,1.49,-28.5,35.64,1,0,1,14,0
599,5,1.5,152.5,36.96,0,1,0,17,1
600,1,1.51,49.6,37.0,1,0,0,7,0
601,1,1.51,-60.9,36.13,1,0,1,8,0
602,1,1.49,-48.8,35.68,1,0,1,9,0
603,0,1.49,-121.1,36.0,0,0,0,5,0
604,0,1.49,-83.5,35.57,0,0,1,6,0
605,1,1.49,3.1,35.85,1,0,1,7,0
606,0,1.47,-199.4,34.11,0,0,0,6,0
607,0,1.46,-6.7,33.27,0,0,1,10,0
608,1,1.46,25.8,33.79,1,0,1,11,0
609,2,1.47,24.0,34.49,2,0,0,6,0
610,0,1.47,-204.4,33.56,0,0,0,8,0
611,6,1.5,344.1,34.84,1,1,0,19,1
612,1,1.5,104.9,35.11,1,0,0,17,1
613,6,1.52,190.0,35.67,1,1,0,13,0
614,5,1.54,90.1,36.25,0,1,0,14,0
615,0,1.54,-26.7,35.88,0,0,0,2,0
616,0,1.54,-48.6,35.72,0,0,0,8,0
617,0,1.54,-94.3,35.13,0,0,1,7,0
618,0,1.54,20.3,35.85,0,0,0,10,0
619,1,1.55,-49.9,35.57,1,0,0,14,1
620,0,1.55,-25.7,35.38,0,0,0,5,0
621,0,1.5,-189.8,33.74,0,0,0,7,0
622,1,1.51,60.5,33.88,1,0,0,7,0
623,0,1.5,-87.4,32.66,0,0,1,9,0
624,6,1.52,88.7,33.23,1,1,0,14,1
625,0,1.52,59.7,33.96,0,0,1,17,0
626,1,1.52,-49.9,33.26,1,0,0,9,0
627,0,1.51,-34.7,32.21,0,0,0,24,1
628,0,1.5,135.0,32.88,0,0,0,12,0
629,1,1.49,70.0,32.59,1,0,0,17,0
630,2,1.5,126.6,33.35,2,0,0,14,0
631,0,1.49,-6.1,34.03,0,0,0,15,0
632,0,1.49,-20.5,33.43,0,1,1,5,0
633,0,1.48,104.1,33.22,0,0,0,13,0
634,1,1.49,27.9,32.42,1,0,0,8,0
635,1,1.49,-67.8,31.94,1,0,1,7,0
636,6,1.51,121.8,32.67,1,1,0,13,0
637,5,1.53,77.3,33.01,0,1,1,5,0
638,0,1.53,-132.9,32.7,0,0,0,4,0
639,0,1.52,-69.6,32.1,0,0,1,7,0
640,2,1.51,93.4,32.02,2,0,0,9,0
641,2,1.52,131.8,33.44,2,0,0,14,0
642,0,1.5,-15.0,32.78,0,0,0,11,0
643,0,1.5,2.6,32.32,0,0,0,8,0
644,0,1.46,10.6,30.95,0,0,0,12,0
645,3,1.48,267.6,32.32,3,0,0,8,1
646,1,1.48,6.8,32.42,1,0,0,8,0
647,1,1.45,27.5,32.03,1,0,0,11,0
648,0,1.45,142.5,33.21,0,0,0,12,1
649,2,1.45,109.2,33.82,2,0,0,9,0
650,0,1.45,72.0,34.42,0,0,0,13,0
651,0,1.43,-71.5,32.8,0,0,0,7,0
652,1,1.43,-44.4,32.51,1,0,0,6,1
653,1,1.43,34.1,32.89,1,0,0,9,0
654,1,1.43,85.2,33.18,1,0,0,12,1
655,1,1.44,50.6,32.95,1,0,0,14,0
656,1,1.44,51.4,32.98,1,0,1,12,0
657,0,1.44,-47.3,32.92,0,0,0,7,0
658,7,1.47,170.1,33.27,2,1,0,10,0
659,1,1.47,73.9,33.93,1,0,0,11,0
660,1,1.47,103.9,34.4,1,0,0,23,1
661,1,1.47,103.3,34.93,1,0,0,10,0
662,1,1.48,-134.1,34.42,1,0,1,7,0
663,7,1.5,292.3,36.05,2,1,0,14,0
664,1,1.49,-72.5,34.78,1,0,0,5,0
665,1,1.49,-62.9,33.87,1,0,1,9,0
666,1,1.5,30.0,34.43,1,0,1,13,0
667,1,1.5,50.7,34.68,1,0,1,13,0
668,0,1.49,38.1,34.88,0,0,1,13,0
669,2,1.5,229.3,35.96,2,0,0,23,1
670,2,1.49,49.9,35.49,2,0,0,10,0
671,1,1.5,-37.1,36.25,1,0,1,5,0
672,0,1.49,141.7,38.77,0,0,0,9,0
673,1,1.48,107.5,39.04,1,0,0,8,0
674,1,1.46,101.1,38.83,1,0,0,20,0
675,0,1.46,-49.3,38.73,0,0,0,4,0
676,1,1.39,157.4,38.13,1,0,0,13,0
677,0,1.39,55.2,38.9,0,0,0,10,0
678,3,1.4,33.1,38.77,3,0,0,13,1
679,6,1.43,121.7,39.17,1,1,1,15,0
680,1,1.41,-0.4,38.52,1,0,0,8,0
681,2,1.42,-138.9,37.92,2,0,1,5,0
682,6,1.45,110.5,37.85,1,1,1,12,0
683,1,1.46,73.2,38.61,1,0,0,10,0
684,1,1.46,66.3,38.65,1,0,0,8,0
685,1,1.41,66.6,37.32,1,0,0,8,0
686,0,1.41,-98.7,37.08,0,0,1,5,0
687,0,1.4,112.2,37.42,0,0,0,14,0
688,1,1.41,0.3,38.32,1,0,0,17,0
689,0,1.41,-27.4,37.46,0,0,0,8,1
690,0,1.41,-261.9,36.41,0,0,1,4,0
691,1,1.41,-57.2,36.07,1,0,1,4,0
692,1,1.41,160.1,35.79,1,0,0,10,0
693,1,1.41,35.1,35.63,1,0,1,7,0
694,0,1.41,80.8,35.55,0,0,0,14,0
695,0,1.4,-18.2,35.05,0,0,0,9,0
696,0,1.4,61.7,34.64,0,0,0,15,0
697,0,1.39,-18.5,34.08,0,0,0,8,0
698,1,1.39,97.9,35.23,1,0,0,15,0
699,2,1.4,252.6,36.66,2,0,0,18,0
700,2,1.41,29.5,36.55,2,0,0,12,0
701,7,1.44,336.3,37.81,2,1,0,21,0
702,1,1.44,-139.9,37.34,1,0,1,11,0
703,0,1.44,-54.4,37.66,0,0,1,8,0
704,8,1.46,484.8,38.88,3,1,0,13,1
705,1,1.46,120.4,39.48,1,0,0,11,0
706,1,1.46,14.1,38.96,1,0,1,14,0
707,2,1.47,59.6,40.64,2,0,0,10,0
708,2,1.48,152.3,41.6,2,0,0,17,0
709,1,1.44,35.1,40.52,1,0,1,14,0
710,0,1.44,76.6,40.97,0,0,0,16,0
711,0,1.44,116.1,41.6,0,0,0,13,0
712,1,1.44,70.5,41.91,1,0,0,10,0
713,1,1.45,-13.6,42.32,1,0,1,6,0
714,0,1.45,148.6,43.23,0,0,0,17,1
715,4,1.46,182.3,43.93,4,1,1,14,0
716,0,1.46,15.4,43.35,0,0,0,11,0
717,0,1.46,-116.6,42.91,0,0,1,10,0
718,7,1.5,141.6,43.81,2,1,0,14,1
719,2,1.5,-5.8,43.8,2,0,1,8,0
720,3,1.49,218.2,43.61,3,0,0,31,1
721,0,1.49,37.7,44.0,0,0,0,8,0
722,0,1.47,37.3,43.17,0,0,0,12,1
723,0,1.47,-129.0,42.59,0,0,1,6,0
724,1,1.47,112.9,42.73,1,0,0,11,0
725,6,1.47,69.8,43.05,1,1,0,13,1
726,2,1.48,-39.1,43.41,2,0,0,5,0
727,0,1.48,-5.2,43.33,0,0,1,12,0
728,7,1.5,169.0,43.33,2,1,0,12,1
729,4,1.49,212.0,43.67,4,0,0,5,0
730,0,1.48,26.4,43.64,0,0,0,11,0
731,0,1.48,-88.8,42.3,0,0,0,5,0
732,0,1.47,30.9,42.55,0,0,1,14,0
733,2,1.47,23.0,42.0,2,0,1,10,0
734,3,1.47,115.8,41.47,3,0,1,14,0
735,0,1.46,-146.7,40.88,0,0,0,6,0
736,1,1.46,39.9,39.94,1,0,0,9,0
737,0,1.46,146.6,40.63,0,0,0,17,1
738,0,1.45,-51.1,39.69,0,0,0,8,0
739,2,1.43,313.3,40.74,2,0,0,18,1
740,0,1.43,-83.1,40.35,0,0,1,8,0
741,1,1.41,-76.7,38.82,1,0,1,9,0
742,1,1.41,118.0,39.11,1,0,0,18,0
743,0,1.4,3.5,38.98,0,0,0,7,0
744,0,1.37,-25.5,38.3,0,0,0,7,0
745,0,1.36,36.3,38.22,0,0,0,6,0
746,1,1.36,210.7,38.81,1,0,0,20,0
747,6,1.39,129.7,38.86,1,1,1,17,0
748,1,1.4,103.7,39.08,1,0,0,16,0
749,0,1.4,-53.2,38.67,0,0,1,7,0
750,0,1.4,114.7,39.59,0,0,0,17,0
751,6,1.42,105.5,39.17,1,1,0,19,1
752,1,1.38,115.8,37.87,1,0,0,15,0
753,3,1.39,-2.4,37.0,3,0,1,9,0
754,1,1.39,59.9,36.99,1,0,0,10,0
755,6,1.42,261.2,38.91,1,1,0,17,0
756,0,1.41,47.5,38.74,0,0,0,11,0
757,1,1.41,41.0,38.73,1,0,1,8,0
758,1,1.42,-8.2,39.45,1,0,0,4,0
759,6,1.44,181.9,40.22,1,1,0,10,1
760,2,1.42,59.3,39.86,2,0,0,10,1
761,0,1.42,-34.5,39.55,0,0,0,8,0
762,1,1.41,38.7,38.53,1,0,0,8,0
763,5,1.42,144.4,38.46,0,1,0,12,0
764,1,1.42,45.6,38.34,1,0,0,9,0
765,1,1.42,124.6,39.69,1,0,0,14,1
766,0,1.42,-18.4,40.55,0,0,0,6,0
767,3,1.44,173.8,41.59,3,0,0,18,0
768,0,1.44,70.2,42.1,0,0,0,15,0
769,1,1.44,98.7,43.01,1,0,0,10,0
770,7,1.47,203.9,43.6,2,1,0,22,0
771,2,1.47,178.2,44.43,2,0,0,15,0
772,0,1.47,-27.4,44.4,0,0,0,7,0
773,3,1.48,200.7,45.91,3,0,0,12,0
774,0,1.48,-133.8,44.82,0,0,1,3,0
775,0,1.45,9.7,43.31,0,0,0,6,0
776,1,1.45,19.9,42.95,1,0,1,14,0
777,1,1.45,59.1,42.85,1,0,0,13,0
778,2,1.45,242.0,43.32,2,0,0,28,0
779,2,1.45,158.3,44.54,2,0,0,9,0
780,2,1.46,285.9,45.89,2,0,0,22,0
781,1,1.46,48.8,46.32,1,0,0,6,0
782,0,1.46,-82.1,46.11,0,0,0,6,0
783,0,1.46,7.1,46.99,0,0,1,19,0
784,1,1.46,69.2,47.41,1,0,0,9,0
785,1,1.46,-6.7,47.25,1,0,1,11,0
786,8,1.5,123.2,47.87,3,1,0,13,1
787,1,1.5,49.3,47.36,1,0,0,27,1
788,0,1.49,-80.7,45.97,0,0,0,8,0
789,1,1.47,-25.9,44.92,1,0,0,15,0
790,1,1.45,-57.5,43.97,1,0,1,12,0
791,1,1.45,97.4,44.6,1,0,0,10,0
792,2,1.46,81.6,46.55,2,0,1,12,0
793,1,1.46,151.6,46.7,1,0,0,18,1
794,6,1.48,48.6,47.07,1,1,1,13,0
795,0,1.47,-45.2,46.82,0,0,1,8,0
796,0,1.47,127.2,47.33,0,0,0,13,0
797,1,1.48,12.3,47.84,1,0,1,16,0
798,1,1.48,54.4,48.26,1,0,0,11,0
799,1,1.46,39.9,47.69,1,0,0,8,0
800,0,1.45,77.6,47.83,0,0,0,14,0
801,1,1.45,95.0,48.61,1,0,0,7,0
802,0,1.45,-25.6,48.73,0,0,0,8,0
803,1,1.45,-100.7,48.83,1,0,1,12,0
804,1,1.46,170.1,50.1,1,0,0,14,0
805,2,1.46,1.1,50.09,2,0,0,5,0
806,0,1.46,-94.3,50.61,0,0,1,4,0
807,6,1.49,230.9,51.8,1,1,0,15,0
808,0,1.49,102.3,52.19,0,0,0,11,1
809,3,1.49,226.2,53.2,3,0,0,21,0
810,1,1.5,28.7,54.36,1,0,0,3,0
811,0,1.47,-13.0,52.58,0,0,1,11,0
812,1,1.47,-59.2,51.76,1,0,0,12,0
813,0,1.44,143.3,51.52,0,0,0,17,0
814,1,1.42,-102.5,50.56,1,0,1,5,0
815,0,1.42,123.5,51.31,0,0,0,16,1
816,1,1.42,59.7,51.85,1,0,0,10,0
817,2,1.43,-43.0,52.11,2,0,1,11,0
818,0,1.43,-68.8,51.66,0,0,0,7,0
819,1,1.43,75.1,52.29,1,0,0,16,1
820,0,1.43,-27.8,52.28,0,0,0,10,0
821,0,1.43,41.6,53.43,0,0,0,15,0
822,1,1.43,19.9,53.23,1,0,0,8,0
823,1,1.44,55.0,53.94,1,0,0,7,0
824,1,1.41,13.0,53.56,1,0,0,8,0
825,0,1.41,21.2,53.37,0,0,0,11,0
826,2,1.42,-145.0,52.9,2,0,1,6,0
827,1,1.42,95.4,53.55,1,0,0,8,0
828,3,1.44,151.1,53.63,3,0,0,15,0
829,0,1.43,-118.2,52.69,0,0,1,7,0
830,5,1.45,151.3,52.81,0,1,0,17,0
831,6,1.48,157.3,53.63,1,1,1,8,0
832,1,1.48,63.4,54.05,1,0,0,13,0
833,0,1.48,-129.0,52.88,0,0,1,6,0
834,0,1.48,26.9,52.88,0,0,0,9,0
835,0,1.47,-44.4,52.99,0,0,1,9,0
836,0,1.44,45.9,52.61,0,0,0,12,1
837,2,1.43,115.2,52.8,2,0,0,10,0
838,7,1.46,250.5,54.72,2,1,0,18,0
839,0,1.46,26.1,55.2,0,0,1,8,0
840,5,1.48,289.9,56.18,0,1,0,17,0
841,1,1.47,94.7,56.0,1,0,0,14,0
842,0,1.47,68.1,56.41,0,0,0,14,0
843,0,1.47,-81.8,55.99,0,0,1,9,0
844,5,1.5,59.4,56.23,0,1,1,12,0
845,6,1.51,115.4,55.47,1,1,0,11,0
846,1,1.51,-70.6,55.09,1,0,1,10,0
847,2,1.51,204.5,55.97,2,0,0,20,0
848,1,1.52,164.3,56.08,1,0,0,19,0
849,1,1.51,-26.0,55.4,1,0,1,8,0
850,0,1.51,82.0,55.45,0,0,0,9,0
851,1,1.52,124.8,56.44,1,0,1,13,0
852,1,1.52,80.5,57.06,1,0,1,11,0
853,0,1.51,38.9,57.08,0,0,0,11,0
854,1,1.51,102.7,57.17,1,0,1,18,0
855,0,1.51,120.4,57.52,0,0,0,14,0
856,0,1.5,-50.0,57.01,0,0,1,9,0
857,1,1.51,39.5,57.45,1,0,0,9,0
858,2,1.49,94.5,57.07,2,0,1,15,0
859,2,1.49,171.0,57.55,2,0,0,16,0
860,1,1.49,-21.3,56.93,1,0,1,7,0
861,0,1.49,61.9,56.72,0,0,0,14,0
862,0,1.48,11.7,57.45,0,0,0,17,0
863,5,1.47,165.1,56.81,0,1,0,13,0
864,1,1.47,100.5,57.68,1,0,0,14,1
865,1,1.47,34.3,58.17,1,0,0,15,0
866,1,1.47,-20.4,57.91,1,0,1,12,0
867,0,1.47,42.4,57.87,0,0,0,11,0
868,2,1.48,386.9,59.62,2,0,0,23,1
869,1,1.47,26.9,58.6,1,0,0,11,0
870,0,1.46,7.4,58.39,0,0,0,12,0
871,0,1.46,-15.9,58.5,0,0,0,8,0
872,1,1.46,188.5,58.73,1,0,0,18,1
873,3,1.47,327.4,59.83,3,0,0,19,1
874,2,1.48,239.6,60.52,2,0,0,15,0
875,0,1.48,-31.9,60.61,0,0,1,14,0
876,2,1.48,127.7,60.46,2,0,0,16,0
877,2,1.49,205.0,61.21,2,0,0,15,1
878,1,1.48,60.5,61.35,1,0,1,12,0
879,3,1.47,122.3,61.35,3,0,1,20,0
880,0,1.46,158.6,62.15,0,0,0,17,0
881,1,1.46,-123.5,62.22,1,0,0,8,0
882,5,1.45,163.2,62.49,0,1,0,8,0
883,1,1.45,-106.8,61.59,1,0,0,15,0
884,3,1.46,100.2,61.76,3,0,0,9,0
885,2,1.47,17.1,61.51,2,0,1,12,0
886,3,1.48,247.7,63.24,3,0,0,13,0
887,1,1.49,88.6,63.12,1,0,0,10,1
888,1,1.49,96.1,63.6,1,0,1,18,0
889,1,1.49,95.5,64.22,1,0,0,12,0
890,1,1.5,243.8,66.74,1,0,0,14,1
891,4,1.51,161.7,67.84,4,0,0,19,1
892,1,1.51,19.6,67.14,1,0,0,7,0
893,1,1.51,94.4,67.43,1,0,0,6,0
894,2,1.52,136.1,67.71,2,0,0,14,0
895,1,1.52,76.1,68.18,1,0,0,11,0
896,1,1.53,53.8,68.14,1,0,0,8,0
897,2,1.54,-15.6,68.16,2,0,1,5,0
898,0,1.53,30.0,67.82,0,0,0,10,0
899,0,1.52,-5.4,66.53,0,0,0,6,1
900,1,1.52,-33.8,66.21,1,0,1,4,0
901,2,1.5,141.9,65.24,2,0,0,13,0
902,0,1.49,118.5,66.53,0,0,0,13,1
903,0,1.49,43.3,67.02,0,0,0,13,0
904,1,1.46,402.5,66.61,1,0,0,20,1
905,1,1.46,165.5,66.83,1,0,0,16,1
906,0,1.45,87.4,67.2,0,0,0,10,0
907,2,1.45,49.0,67.15,2,0,1,12,0
908,1,1.45,-105.0,65.86,1,0,1,7,0
909,2,1.45,44.1,65.9,2,0,0,16,0
910,1,1.46,159.1,66.32,1,0,0,20,0
911,1,1.46,88.3,66.18,1,0,0,9,0
912,1,1.46,92.9,66.29,1,0,0,14,1
913,0,1.46,76.4,66.74,0,1,1,17,0
914,1,1.46,26.8,66.13,1,0,1,12,0
915,1,1.45,-146.1,64.49,1,0,0,7,0
916,1,1.45,-73.9,64.04,1,0,0,7,0
917,1,1.46,92.2,65.09,1,0,0,13,0
918,0,1.42,53.0,64.64,0,0,0,14,0
919,2,1.42,189.2,65.62,2,0,0,26,0
920,0,1.41,-127.6,63.89,0,0,1,5,0
921,1,1.41,100.6,64.2,1,0,0,9,0
922,2,1.42,121.1,64.62,2,0,0,14,1
923,1,1.43,128.8,65.91,1,0,0,15,0
924,1,1.43,88.3,65.79,1,0,0,12,1
925,3,1.41,138.2,66.13,3,0,0,12,0
926,2,1.41,175.0,67.2,2,0,0,17,0
927,0,1.41,-95.1,66.75,0,0,0,17,1
928,2,1.39,174.6,66.78,2,0,1,24,0
929,0,1.36,57.3,66.01,0,0,1,17,0
930,1,1.37,241.1,67.08,1,0,0,21,0
931,1,1.38,134.5,68.2,1,0,0,7,0
932,1,1.38,-69.6,67.69,1,0,1,10,0
933,0,1.37,24.0,67.7,0,0,1,14,0
934,1,1.36,25.7,67.25,1,0,1,22,0
935,1,1.36,62.7,68.3,1,0,0,8,0
936,0,1.36,-18.4,68.0,0,0,0,8,0
937,0,1.36,-8.9,67.23,0,0,0,1,0
938,0,1.36,22.1,67.59,0,0,0,9,0
939,2,1.36,44.8,66.25,2,0,1,13,0
940,10,1.41,348.6,68.41,5,1,0,25,1
941,1,1.41,63.9,69.11,1,0,0,17,0
942,2,1.42,297.3,70.01,2,0,0,11,1
943,0,1.42,-115.0,69.42,0,0,1,7,0
944,3,1.43,252.6,70.81,3,0,1,22,0
945,0,1.43,-7.4,70.59,0,0,0,7,1
946,2,1.44,-31.4,69.38,2,0,0,9,0
947,0,1.41,65.3,69.06,0,0,0,11,0
948,0,1.4,1.2,68.54,0,0,1,13,0
949,0,1.4,-28.6,68.67,0,0,1,6,0
950,0,1.4,1.4,68.1,0,0,1,15,0
951,0,1.37,-128.0,66.93,0,0,1,6,0
952,0,1.36,115.3,66.93,0,0,0,12,0
953,0,1.35,50.1,67.19,0,0,0,11,0
954,1,1.35,-29.1,66.75,1,0,1,7,0
955,1,1.32,33.6,65.61,1,0,1,13,0
956,2,1.33,134.0,66.04,2,0,0,11,0
957,1,1.33,171.3,66.69,1,0,0,17,1
958,1,1.33,73.5,67.1,1,0,0,11,0
959,1,1.31,1.3,66.2,1,0,0,8,0
960,1,1.3,69.8,66.25,1,0,1,13,0
961,0,1.3,45.4,66.65,0,0,0,16,0
962,1,1.3,-9.1,66.41,1,0,0,12,0
963,1,1.28,333.5,67.36,1,0,0,19,0
964,0,1.28,-11.6,67.07,0,0,0,13,0
965,2,1.28,107.1,66.98,2,0,0,12,0
966,0,1.28,38.1,67.27,0,0,0,15,0
967,1,1.27,205.1,67.42,1,0,0,22,0
968,2,1.28,173.9,67.94,2,0,0,17,0
969,2,1.29,243.4,68.66,2,0,0,18,0
970,0,1.25,17.1,67.73,0,0,1,12,0
971,7,1.28,202.2,67.85,2,1,1,14,0
972,2,1.29,259.1,69.28,2,0,0,15,0
973,2,1.28,43.9,68.5,2,0,1,8,0
974,2,1.29,78.8,69.56,2,0,0,10,0
975,0,1.29,-10.9,69.46,0,0,0,8,0
976,0,1.29,-15.8,69.28,0,0,0,8,0
977,0,1.28,196.2,69.97,0,0,0,14,0
978,7,1.31,302.4,70.27,2,1,0,14,0
979,2,1.31,118.6,70.07,2,0,0,18,0
980,1,1.3,185.4,69.57,1,0,0,16,0
981,2,1.31,118.3,69.91,2,0,0,12,0
982,0,1.31,-241.0,69.12,0,0,1,8,0
983,0,1.31,73.3,69.45,0,0,0,3,0
984,0,1.3,-73.6,68.74,0,0,1,8,0
985,4,1.32,264.5,70.09,4,0,0,17,0
986,0,1.28,-50.7,69.22,0,0,1,14,0
987,1,1.28,25.8,69.11,1,0,0,5,0
988,0,1.28,28.6,69.65,0,0,0,13,1
989,2,1.28,59.9,70.08,2,0,0,11,0
990,1,1.28,244.4,71.59,1,0,0,17,0
991,1,1.28,71.4,71.46,1,0,1,12,0
992,0,1.27,-61.7,70.74,0,0,1,7,0
993,0,1.27,-66.3,69.65,0,0,1,6,0
994,1,1.25,-43.4,69.19,1,0,1,8,0
995,0,1.25,-26.6,69.29,0,0,0,5,0
996,1,1.25,32.9,68.82,1,0,0,5,0
997,3,1.26,134.2,69.43,3,0,1,20,0
998,1,1.26,-177.3,68.27,1,0,0,5,0
999,1,1.26,194.6,69.04,1,0,0,20,1
1000,1,1.26,193.9,69.62,1,0,0,19,0
1001,2,1.27,210.4,70.2,2,0,0,19,1
1002,1,1.27,60.8,70.63,1,0,0,16,0
1003,0,1.27,-72.6,70.77,0,0,1,11,0
1004,1,1.27,102.7,70.43,1,0,0,14,0
1005,2,1.27,111.5,70.99,2,0,0,12,0
1006,1,1.27,37.8,71.65,1,0,1,15,0
1007,0,1.25,49.7,70.74,0,0,1,19,0
1008,5,1.27,166.3,71.06,0,1,0,8,0
1009,3,1.27,474.2,72.3,3,0,0,34,1
1010,0,1.26,83.1,72.57,0,0,0,10,0
1011,1,1.27,218.4,73.73,1,0,0,23,1
1012,1,1.27,-2.7,74.01,1,0,0,10,0
1013,2,1.28,11.5,73.35,2,0,0,8,0
1014,0,1.27,219.2,74.96,0,0,0,27,1
1015,3,1.29,335.0,76.02,3,0,1,31,0
1016,0,1.28,-6.1,75.69,0,0,1,12,0
1017,1,1.28,119.9,76.5,1,0,0,17,0
1018,0,1.28,-17.4,76.76,0,0,0,12,0
1019,0,1.27,50.7,76.64,0,0,0,17,1
1020,4,1.29,45.6,77.01,4,0,1,11,0
1021,1,1.3,54.2,77.07,1,0,0,7,0
1022,0,1.29,71.8,77.33,0,0,0,10,0
1023,1,1.29,176.5,77.94,1,0,0,24,0
1024,1,1.29,69.0,78.22,1,0,0,11,0
1025,6,1.32,158.7,78.9,1,1,0,8,0
1026,1,1.32,28.1,79.77,1,0,1,14,0
1027,0,1.31,-91.3,78.84,0,0,0,8,0
1028,0,1.3,-15.0,78.01,0,0,1,12,0
1029,2,1.31,100.3,79.1,2,0,0,12,0
1030,1,1.29,47.9,78.58,1,0,1,13,0
1031,2,1.27,38.0,77.98,2,0,0,17,0
1032,3,1.28,263.4,78.98,3,0,0,27,0
1033,0,1.28,92.7,80.09,0,0,0,5,0
1034,0,1.28,139.2,80.66,0,0,0,15,0
1035,7,1.31,224.9,82.0,2,1,0,19,0
1036,0,1.31,-96.8,81.29,0,0,1,6,0
1037,0,1.3,-223.2,79.6,0,0,1,7,0
1038,2,1.28,86.2,78.77,2,0,0,23,1
1039,0,1.28,166.7,79.48,0,0,0,12,0
1040,2,1.26,266.1,79.36,2,0,0,18,1
1041,1,1.26,-184.5,77.96,1,0,0,5,0
1042,0,1.26,-100.2,77.12,0,0,0,9,0
1043,2,1.27,-29.8,77.38,2,0,1,4,0
1044,4,1.27,126.8,77.72,4,0,1,8,0
1045,1,1.25,120.7,77.74,1,0,0,18,0
1046,0,1.24,-59.6,77.8,0,0,1,8,0
1047,3,1.25,253.0,78.04,3,0,0,19,0
1048,0,1.24,67.5,77.56,0,0,0,8,0
1049,2,1.25,232.3,78.85,2,0,0,17,1
1050,1,1.25,134.1,79.11,1,0,0,13,0
1051,5,1.27,57.5,78.77,0,1,0,5,0
1052,3,1.28,120.7,78.97,3,0,0,8,0
1053,6,1.31,209.8,79.83,1,1,0,13,1
1054,0,1.3,122.0,79.93,0,0,0,12,0
1055,0,1.3,181.7,80.23,0,0,0,20,1
1056,0,1.3,-38.2,80.29,0,0,1,10,0
